,RV,HAR,RF
1990-11-30,0.00023810999999999917,0.00028839950670777134,0.00033418588766396444
1990-12-31,0.00012859999999999917,0.0002697332028073363,0.00018250178565579233
1991-01-31,0.00046836999999999546,0.00039365590082567645,0.00039341645788459553
1991-02-28,0.00033883999999999846,0.00042243657131778046,0.0005121282710071434
1991-03-31,0.00038045999999999924,0.0003303838107756266,0.000414117049039594
1991-04-30,0.00024028999999999847,0.00029401879902243904,0.0003380155423791995
1991-05-31,0.0001912199999999986,0.00025652742885168853,0.0002498037134226042
1991-06-30,0.0001074,0.00021157113665061172,0.00015978295771922716
1991-07-31,0.00011833999999999917,0.0002388844889005016,0.00018286655196400657
1991-08-31,0.00015597999999999928,0.00023637160043455508,0.00018924143126572
1991-09-30,8.876999999999999e-05,0.00020353364461255208,0.00017402037077058705
1991-10-31,0.00010611,0.00023424610964168903,0.00021174491018139644
1991-11-30,0.00031811000000000003,0.00031896640454873924,0.0003262629924517865
1991-12-31,0.0004672099999999975,0.0003660390702198055,0.00043230188250913056
1992-01-31,0.0010471999999999986,0.0006198775656898168,0.0007652733839272754
1992-02-29,0.0007198799999999991,0.0004974274165556561,0.00055003024464026
1992-03-31,0.00019455999999999835,0.00025188373074256363,0.00019507422025194073
1992-04-30,0.0006727199999999976,0.0005273235168242284,0.00046923499494984984
1992-05-31,0.00019148999999999745,0.000251065415894518,0.0002734005529417167
1992-06-30,0.00026941999999999776,0.0002834936474860891,0.0004087472624083908
1992-07-31,0.0003020199999999988,0.0003032313690883873,0.00034929856093578524
1992-08-31,5.874e-05,0.00020136012827997365,0.00011585536876677221
1992-09-30,0.0002788499999999982,0.0002842840366443719,0.00033353656471396103
1992-10-31,0.00024545999999999997,0.00027303238998281,0.0003827567450666113
1992-11-30,0.00028747999999999914,0.0003269768397713929,0.0003299342377969302
1992-12-31,0.00015658999999999877,0.0002362452699777897,0.00022842498842695136
1993-01-31,0.00042321,0.00035010905746638704,0.0004120808281610836
1993-02-28,0.001161589999999999,0.0006606364426996105,0.0009078624540563274
1993-03-31,0.00029657999999999996,0.0003075614535326343,0.000359705101172213
1993-04-30,0.0006426499999999968,0.00044947703677711975,0.0004982428406836626
1993-05-31,0.00042212999999999886,0.0003552780525648121,0.00044043814263142433
1993-06-30,0.00021103999999999928,0.0002690242660223042,0.0004089559778169981
1993-07-31,0.00028852,0.0003224068095374438,0.00024144352161723566
1993-08-31,0.00014995999999999917,0.0002335061431431696,0.00022719997364100734
1993-09-30,0.00027485,0.0003013624771409947,0.00032821451677596204
1993-10-31,0.00028816999999999726,0.00029682710079048137,0.0003767693501789716
1993-11-30,0.0002473099999999993,0.0002860824386692757,0.0003495220186207576
1993-12-31,7.925e-05,0.0002094046781399543,0.00013296774862260147
1994-01-31,8.018999999999999e-05,0.0002132810189160453,0.00015003952852588943
1994-02-28,7.383e-05,0.00020429651070067687,0.00012042886231877745
1994-03-31,0.0001497,0.00025374293113493847,0.00023200319808614183
1994-04-30,0.0003841299999999983,0.00034410296044782207,0.0004430180282952804
1994-05-31,0.00013722999999999928,0.0002276131066045171,0.00017617098984262718
1994-06-30,0.00018887,0.00026216784065910087,0.0002473265090711402
1994-07-31,0.00011087999999999918,0.00023587225731346126,0.0001836326279834664
1994-08-31,0.00015467999999999792,0.00024820891289741964,0.00019787395967317187
1994-09-30,0.00011488,0.0002225277037834758,0.00015507978705364732
1994-10-31,0.00014439000000000002,0.00022942292993035718,0.00018807276829491896
1994-11-30,0.0002589899999999989,0.0002938024568221025,0.00029741990131449314
1994-12-31,0.00019162999999999765,0.00025927343016696793,0.00024973833077603243
1995-01-31,0.00020795999999999716,0.00025719690279160114,0.000352569237530037
1995-02-28,0.00011044,0.00021872974659758643,0.00014556017571630518
1995-03-31,0.00015575999999999917,0.00023517856550719094,0.00022052841426506038
1995-04-30,0.00022653999999999998,0.0002751564666605745,0.00040185300171925313
1995-05-31,0.00019941999999999906,0.0002759237960637047,0.00026532565888851434
1995-06-30,0.00023308999999999998,0.00027123334463501986,0.0003753995020201652
1995-07-31,0.00034284,0.00031587877599995756,0.00040402023014878214
1995-08-31,0.000347649999999997,0.00031150361947574097,0.00046955700619116027
1995-09-30,0.00026115999999999856,0.0002814377619611004,0.00036891243417222594
1995-10-31,0.000482909999999998,0.0003772379759031693,0.0004770754299703702
1995-11-30,0.00018645999999999707,0.0002441979391662729,0.0002723470366829816
1995-12-31,0.0002349999999999993,0.00028083945551834967,0.00025684714899655505
1996-01-31,0.0004458399999999982,0.00035884426089651623,0.0005387654246266286
1996-02-29,0.00019767,0.0002516747307310434,0.000295295744395259
1996-03-31,0.0003079499999999993,0.00029447777912910435,0.00029532884890730115
1996-04-30,0.00023216999999999886,0.0002676511256665188,0.00030984647071034707
1996-05-31,0.00019519999999999816,0.0002631932447175007,0.0002540958852775452
1996-06-30,0.0003014699999999993,0.0002960330268755216,0.00031940192324970225
1996-07-31,0.0019309999999999976,0.0010172027832880091,0.0007743032464441985
1996-08-31,0.00023618999999999748,0.00027037184155433706,0.00033847609016796857
1996-09-30,0.00021129999999999684,0.00026184611695396635,0.00038506733028528713
1996-10-31,0.00029032,0.0003094842210746501,0.00034699885700004607
1996-11-30,0.00022669999999999906,0.00026875408711581137,0.0003658702369391441
1996-12-31,0.00026154999999999907,0.00029573800845689613,0.0002197221802794394
1997-01-31,0.00028131,0.00029358987508180495,0.000344215953785623
1997-02-28,0.0004259699999999992,0.00034252852088555164,0.0005047190789181134
1997-03-31,0.0005412699999999999,0.000489705978559484,0.0007155701906878624
1997-04-30,0.00037495999999999753,0.0003459094949264901,0.00032527188231650054
1997-05-31,0.0006825199999999969,0.00048637232629402045,0.0006120468891086058
1997-06-30,0.0002946999999999986,0.0003408687223504336,0.0003695646208452282
1997-07-31,0.0002631499999999993,0.00028693599125086784,0.00033891740938084205
1997-08-31,0.00026380999999999876,0.00028437737664056074,0.0003237161518628078
1997-09-30,0.0002714899999999986,0.00029539957190780053,0.0003182959284304245
1997-10-31,0.0013478799999999936,0.0007351688509243742,0.0008965848697821279
1997-11-30,0.0005526799999999982,0.0003968733320096088,0.0004262971965351011
1997-12-31,0.0006528099999999991,0.00044881238435456227,0.00042342295569430853
1998-01-31,0.0004053999999999999,0.00034558154638291284,0.00039703846144585267
1998-02-28,0.00026523999999999916,0.0002891954292179854,0.0003538194711750364
1998-03-31,0.0002602499999999999,0.0002856587128022179,0.0003384799870083147
1998-04-30,0.00039011999999999733,0.00034657964798104097,0.0003909530084546718
1998-05-31,0.000412919999999996,0.00038501830472052067,0.0004464878477033525
1998-06-30,0.0006517799999999982,0.000437112659482321,0.0004196762515451251
1998-07-31,0.00032586999999999867,0.0003563984439561772,0.00038477110211343273
1998-08-31,0.0010222199999999986,0.001464983294299932,0.0009002418443049118
1998-09-30,0.0021315399999999986,0.0010206106007008612,0.0006156976997059121
1998-10-31,0.001400909999999999,0.0008120811304727976,0.0008107768738641702
1998-11-30,0.00043105,0.0004188269546080509,0.000518532929428258
1998-12-31,0.0006035599999999973,0.00042612250938611816,0.0004371127519649252
1999-01-31,0.0005347999999999954,0.000444127933437031,0.0005422305613391925
1999-02-28,0.0010116299999999986,0.0006027925110694527,0.0006298515967040029
1999-03-31,0.00097392,0.000552322603939797,0.0008700412627614774
1999-04-30,0.003111179999999998,0.0014816871820225376,0.001070830588637644
1999-05-31,0.0007261099999999983,0.0005388197068619187,0.0006554605441514893
1999-06-30,0.00099578,0.0008256737502193106,0.0008437810980868195
1999-07-31,0.0006986599999999963,0.0004576851003690387,0.0005521747571988642
1999-08-31,0.0009918999999999976,0.0005858652599163899,0.0009098638365940954
1999-09-30,0.0008028299999999947,0.0006744170570154116,0.0007534639142767097
1999-10-31,0.0008466899999999951,0.0005468781616838574,0.0005485543878926446
1999-11-30,0.0010006699999999986,0.0008655432969979923,0.0008620043924587264
1999-12-31,0.0007846699999999956,0.0005257363547606556,0.0005898662276776601
2000-01-31,0.0018635199999999987,0.0009296137000997743,0.0007276430315777254
2000-02-29,0.0014550299999999932,0.0007828543022579747,0.0007750845955119556
2000-03-31,0.002221259999999987,0.0011496925148404193,0.0011408112155626268
2000-04-30,0.003875159999999995,0.002065452682479923,0.0013426096045109335
2000-05-31,0.0021966999999999933,0.0014039238870546512,0.0014176890617063425
2000-06-30,0.0021810999999999975,0.0014899311802264521,0.00149206021544865
2000-07-31,0.0025302899999999975,0.0016109268778342336,0.0017314318333851622
2000-08-31,0.0005788899999999981,0.0005081225021431739,0.0004576312799225279
2000-09-30,0.00209426999999999,0.00156599383928821,0.0015853163920112713
2000-10-31,0.003418409999999995,0.002548334033007315,0.001712227420459418
2000-11-30,0.004823679999999997,0.0035232802122786198,0.0020938451980480693
2000-12-31,0.004414839999999997,0.0035555628612503835,0.002683523849303608
2001-01-31,0.004663769999999994,0.0034805058787055775,0.0015451166795346475
2001-02-28,0.002305769999999998,0.001847277330274278,0.0021123597786559087
2001-03-31,0.0031798799999999986,0.002304472691165457,0.0021322602792149597
2001-04-30,0.0037491899999999956,0.002770976430081679,0.0020883015353370784
2001-05-31,0.0013854599999999968,0.0010686054185320157,0.0014258342201380796
2001-06-30,0.00089719,0.0009255457450668021,0.0007632102826785146
2001-07-31,0.0010565699999999986,0.0007902464975486465,0.0006225434367075339
2001-08-31,0.00047048,0.00047864691420918687,0.00044848983021686004
2001-09-30,0.000618809999999999,0.0005890782597736117,0.0006126086610580987
2001-10-31,0.0007917499999999972,0.0006486070541790685,0.0006663807669779178
2001-11-30,0.00041097999999999764,0.000395039872439359,0.00045281375169547636
2001-12-31,0.0004216499999999969,0.0005683991369224101,0.0005044133614241196
2002-01-31,0.0004300799999999992,0.00040676922705180907,0.0004629372024934107
2002-02-28,0.00037916999999999915,0.0004064288718238202,0.0004145747360226135
2002-03-31,0.00018877,0.0002665328561143183,0.00025133367038889643
2002-04-30,0.0004512399999999988,0.0004090816592524231,0.0004896290356932229
2002-05-31,0.0011732499999999946,0.0008787531769182794,0.0006920844650486744
2002-06-30,0.0014747499999999975,0.0021085765740749426,0.0019421184017961947
2002-07-31,0.0011176599999999945,0.0008461365826523638,0.0006604780910682371
2002-08-31,0.000600699999999997,0.0006904564353580238,0.000611932251634151
2002-09-30,0.0005673599999999993,0.0005859756313575768,0.0006586175694226731
2002-10-31,0.0006064599999999993,0.0005331962135355818,0.0005578104948776176
2002-11-30,0.0002958699999999984,0.00035680935779502715,0.00039800895320369587
2002-12-31,0.0002607099999999992,0.00038927390365003825,0.00036787914438226243
2003-01-31,0.0003644599999999972,0.00036491204828733025,0.0004144857491126015
2003-02-28,0.00013123,0.00021080326948025695,0.00017013231034519873
2003-03-31,0.00029473999999999766,0.0003256704845751965,0.00032217893322370204
2003-04-30,0.0002534599999999993,0.00028794252393966977,0.00027720936327226995
2003-05-31,0.0003909299999999992,0.000387438125499254,0.0003903292674114068
2003-06-30,0.0002866999999999988,0.0003292507298023171,0.00035197742945396177
2003-07-31,0.0003153399999999993,0.0003319872096213289,0.0004678928781516673
2003-08-31,0.00016559999999999907,0.00023822227468167854,0.00021609611575088502
2003-09-30,0.00010536999999999999,0.00017762701390115152,0.0001714419374552584
2003-10-31,0.00011530999999999917,0.00018797284454739885,0.00018287885239158828
2003-11-30,0.00018312999999999904,0.00024447532384132726,0.0002598533512478293
2003-12-31,8.078000000000001e-05,0.000157357823143439,0.000135248822385956
2004-01-31,0.00030322,0.000358927942902538,0.0004193709879429127
2004-02-29,0.00025990999999999997,0.00030047607931409537,0.00035516995699906323
2004-03-31,0.00011664,0.0001943028440788932,0.000165190440308751
2004-04-30,0.00017321999999999916,0.00022800305562261804,0.0002617753474870816
2004-05-31,0.00021029,0.00024919409899779114,0.0004806675498921981
2004-06-30,0.0001039699999999993,0.00020278808737781586,0.00016709350383131445
2004-07-31,0.0005031999999999981,0.0004623187399733163,0.0004641236347093703
2004-08-31,0.00033490999999999686,0.0003357950174503893,0.00039340088229039
2004-09-30,0.00024940999999999836,0.0003650832035530206,0.0003437869567183166
2004-10-31,0.0004701799999999988,0.0004537832958493647,0.0005156716222916296
2004-11-30,0.0001621499999999993,0.00021900159276535736,0.00020658848467897925
2004-12-31,0.00021212000000000002,0.0002518765709405603,0.0005697450907630737
2005-01-31,0.00014935999999999877,0.00020887515056903968,0.00019965064823895972
2005-02-28,0.00015755999999999862,0.00020926079221824062,0.00022002901112430856
2005-03-31,0.00018030999999999917,0.00032549067912069127,0.00026620550151166785
2005-04-30,0.00017621,0.00022066646793264934,0.00022900186645005358
2005-05-31,0.00017922999999999998,0.00024693844685674284,0.00020719197337383646
2005-06-30,0.00017322,0.00023970225352638045,0.00022891422072796947
2005-07-31,0.00014042,0.0001989889400721009,0.00017661038831788978
2005-08-31,6.23399999999993e-05,0.0001462939554996458,0.00013351371106739345
2005-09-30,0.00010494999999999904,0.00018285603133669286,0.00016631381339790255
2005-10-31,0.00011096,0.00017836797456329204,0.0001693119309590427
2005-11-30,8.29199999999993e-05,0.0001623211614153875,0.00014557509125784013
2005-12-31,5.574999999999999e-05,0.00015297566509620144,0.0001367166842569173
2006-01-31,8.911e-05,0.00015999794393789317,0.0001584378028048017
2006-02-28,0.0001148499999999993,0.00018149471802690414,0.00016709808884996245
2006-03-31,5.791e-05,0.00013990835347664856,0.00013185641433486686
2006-04-30,0.00010041999999999906,0.00022313386892222257,0.00022667638443297442
2006-05-31,0.00014099999999999836,0.00022770882793229244,0.00020368876188555266
2006-06-30,8.345999999999999e-05,0.00015837584717878878,0.00013566016429251472
2006-07-31,0.00024285999999999882,0.00026731275514216366,0.0002621401970372546
2006-08-31,0.00013198,0.00020655379743980557,0.00016517120629016627
2006-09-30,8.886999999999918e-05,0.0001657679200090218,0.0001565295863905698
2006-10-31,0.0001082299999999993,0.0001770073553244552,0.00016426883531424032
2006-11-30,8.321999999999999e-05,0.00016019399514176716,0.00014250775465384017
2006-12-31,0.00013192000000000002,0.000190845860840847,0.00016569037169340985
2007-01-31,0.0001188799999999993,0.00017761734619074434,0.0001630377373139352
2007-02-28,8.833999999999918e-05,0.00016910525893937153,0.00015268270586242064
2007-03-31,6.759999999999999e-05,0.0001453357911485275,0.00014988319357465139
2007-04-30,9.512e-05,0.00016526550298143658,0.00016212532277364554
2007-05-31,6.448e-05,0.0001660241186317228,0.00014273755271340747
2007-06-30,4.778e-05,0.00013186889829116147,0.00012985357809386472
2007-07-31,0.00014335,0.00019461830808649417,0.00016736740499252842
2007-08-31,0.0006767899999999963,0.0005460167795251149,0.00042957729690085183
2007-09-30,0.00016199999999999998,0.00021262109734870323,0.0002488888541059221
2007-10-31,0.00020113999999999918,0.00024096981908822975,0.0002450821106338904
2007-11-30,0.0005413799999999999,0.000656321461836928,0.0005415979298821895
2007-12-31,0.00019736999999999918,0.00026938934714931546,0.00024369940239932778
2008-01-31,0.0011301499999999973,0.0009317599718787631,0.0008103080142294264
2008-02-29,0.00020382999999999998,0.00024540203646658673,0.00029600762052251677
2008-03-31,0.00040691999999999996,0.0004146371813957179,0.0003918985003554418
2008-04-30,0.000422129999999999,0.0003787866541377291,0.00038153331677920436
2008-05-31,9.963999999999999e-05,0.00016728578920725812,0.0001502920801816874
2008-06-30,0.00021148,0.0002579398906529849,0.00038976924476135695
2008-07-31,0.008961349999999996,0.006081942051441185,0.0025556935532412093
2008-08-31,0.0028216099999999935,0.0018009151953147207,0.0022769139259036187
2008-09-30,0.010597609999999995,0.009534856950305561,0.003739165588018972
2008-10-31,0.007169219999999997,0.005364656497897612,0.004420236201180616
2008-11-30,0.0068282199999999795,0.004880687270631912,0.0048861107799585465
2008-12-31,0.00466899999999999,0.003536791845167417,0.004167005045610455
2009-01-31,0.006283799999999994,0.004737582492002872,0.00489851711087881
2009-02-28,0.006504739999999983,0.005591063463029209,0.00534534378666068
2009-03-31,0.01091879,0.009243060909166404,0.006181967086401777
2009-04-30,0.008267079999999994,0.006656649988385932,0.006063709009412923
2009-05-31,0.005145709999999998,0.003932465425040964,0.0050555467190019346
2009-06-30,0.0006336199999999975,0.000580208731569849,0.00043219114056894224
2009-07-31,0.0018110799999999975,0.0018271073296649797,0.0016930713685754239
2009-08-31,0.001970549999999998,0.0016244493000948535,0.001198229183902535
2009-09-30,0.0017485599999999962,0.0014152912154577527,0.00167110326135198
2009-10-31,0.002171389999999991,0.002771767670438941,0.003025514784758934
2009-11-30,0.001302659999999996,0.0012065658613953493,0.001093064716085421
2009-12-31,0.00028968999999999854,0.00037794849636433236,0.00033630888949657504
2010-01-31,0.0008940699999999953,0.0008106345126792148,0.0006758335566982502
2010-02-28,0.0006790299999999946,0.0006252263001298962,0.0005461725608083228
2010-03-31,0.0003724499999999974,0.0003992208525731422,0.00038146750259414054
2010-04-30,0.0011924899999999972,0.0011381655869689314,0.0014267274104650504
2010-05-31,0.00154812,0.0012895479081546568,0.0017891234174226538
2010-06-30,0.00113094,0.0008751525124948486,0.0012087607839250736
2010-07-31,0.00041594999999999995,0.000429408356076618,0.0004335368599562209
2010-08-31,0.00023223999999999836,0.00047032830760648423,0.0003697512002875811
2010-09-30,0.00043956999999999997,0.0004637202893885362,0.00046345559230995357
2010-10-31,0.00035169,0.0003789314997576697,0.0003670102075266951
2010-11-30,0.000343649999999999,0.00036915209683215393,0.0003656908950737303
2010-12-31,0.0002916199999999974,0.0003474310433503785,0.00036313881162093533
2011-01-31,0.00028127,0.0003515135962810341,0.0003487419044468157
2011-02-28,0.0002063399999999993,0.0002910897697530757,0.0007087452002932029
2011-03-31,0.0002093499999999979,0.00029953799772339165,0.0007542155088965292
2011-04-30,0.00016863999999999885,0.00024780532347108784,0.00023005216168283337
2011-05-31,0.00014460000000000002,0.0002282690157630481,0.00017999890954698448
2011-06-30,0.00027750999999999926,0.00033591342539782674,0.0003666256738006722
2011-07-31,0.0005515799999999991,0.0005192784734881664,0.00045875895227384943
2011-08-31,0.00166417,0.0013278368011843257,0.0009730324998848767
